GEONAME,LNTITLE,GEOID,CVAP_EST
"Rock County, Wisconsin",American Indian or Alaska Native and White,05000US55105,1675
"Rock County, Wisconsin",Asian and White,05000US55105,120
"Rock County, Wisconsin",Black or African American and White,05000US55105,500
"Rock County, Wisconsin",American Indian or Alaska Native and Black or African American,05000US55105,95
"Rock County, Wisconsin",Remainder of Two or More Race Responses,05000US55105,180
"Rock County, Wisconsin",Hispanic or Latino,05000US55105,4210
"Rusk County, Wisconsin",Total,05000US55107,11105
"Rusk County, Wisconsin",Not Hispanic or Latino,05000US55107,10995
"Rusk County, Wisconsin",American Indian or Alaska Native Alone,05000US55107,25
"Rusk County, Wisconsin",Asian Alone,05000US55107,4
"Rusk County, Wisconsin",Black or African American Alone,05000US55107,45
"Rusk County, Wisconsin",Native Hawaiian or Other Pacific Islander Alone,05000US55107,0
"Rusk County, Wisconsin",White Alone,05000US55107,10825
"Rusk County, Wisconsin",American Indian or Alaska Native and White,05000US55107,45
"Rusk County, Wisconsin",Asian and White,05000US55107,20
"Rusk County, Wisconsin",Black or African American and White,05000US55107,4
"Rusk County, Wisconsin",American Indian or Alaska Native and Black or African American,05000US55107,0
"Rusk County, Wisconsin",Remainder of Two or More Race Responses,05000US55107,20
"Rusk County, Wisconsin",Hispanic or Latino,05000US55107,115
"St. Croix County, Wisconsin",Total,05000US55109,63580
"St. Croix County, Wisconsin",Not Hispanic or Latino,05000US55109,62695
"St. Croix County, Wisconsin",American Indian or Alaska Native Alone,05000US55109,270
"St. Croix County, Wisconsin",Asian Alone,05000US55109,560
"St. Croix County, Wisconsin",Black or African American Alone,05000US55109,375
"St. Croix County, Wisconsin",Native Hawaiian or Other Pacific Islander Alone,05000US55109,0
"St. Croix County, Wisconsin",White Alone,05000US55109,61115
"St. Croix County, Wisconsin",American Indian or Alaska Native and White,05000US55109,130
"St. Croix County, Wisconsin",Asian and White,05000US55109,145
"St. Croix County, Wisconsin",Black or African American and White,05000US55109,90
"St. Croix County, Wisconsin",American Indian or Alaska Native and Black or African American,05000US55109,4
"St. Croix County, Wisconsin",Remainder of Two or More Race Responses,05000US55109,10
"St. Croix County, Wisconsin",Hispanic or Latino,05000US55109,885
"Sauk County, Wisconsin",Total,05000US55111,47845
"Sauk County, Wisconsin",Not Hispanic or Latino,05000US55111,46645
"Sauk County, Wisconsin",American Indian or Alaska Native Alone,05000US55111,490
"Sauk County, Wisconsin",Asian Alone,05000US55111,225
"Sauk County, Wisconsin",Black or African American Alone,05000US55111,280
"Sauk County, Wisconsin",Native Hawaiian or Other Pacific Islander Alone,05000US55111,0
"Sauk County, Wisconsin",White Alone,05000US55111,45350
"Sauk County, Wisconsin",American Indian or Alaska Native and White,05000US55111,145
"Sauk County, Wisconsin",Asian and White,05000US55111,45
"Sauk County, Wisconsin",Black or African American and White,05000US55111,85
"Sauk County, Wisconsin",American Indian or Alaska Native and Black or African American,05000US55111,10
"Sauk County, Wisconsin",Remainder of Two or More Race Responses,05000US55111,15
"Sauk County, Wisconsin",Hispanic or Latino,05000US55111,1200
"Sawyer County, Wisconsin",Total,05000US55113,13055
"Sawyer County, Wisconsin",Not Hispanic or Latino,05000US55113,12905
"Sawyer County, Wisconsin",American Indian or Alaska Native Alone,05000US55113,1855
"Sawyer County, Wisconsin",Asian Alone,05000US55113,45
"Sawyer County, Wisconsin",Black or African American Alone,05000US55113,85
"Sawyer County, Wisconsin",Native Hawaiian or Other Pacific Islander Alone,05000US55113,0
"Sawyer County, Wisconsin",White Alone,05000US55113,10675
"Sawyer County, Wisconsin",American Indian or Alaska Native and White,05000US55113,220
"Sawyer County, Wisconsin",Asian and White,05000US55113,4
"Sawyer County, Wisconsin",Black or African American and White,05000US55113,15
"Sawyer County, Wisconsin",American Indian or Alaska Native and Black or African American,05000US55113,10
"Sawyer County, Wisconsin",Remainder of Two or More Race Responses,05000US55113,4
"Sawyer County, Wisconsin",Hispanic or Latino,05000US55113,150
"Shawano County, Wisconsin",Total,05000US55115,32040
"Shawano County, Wisconsin",Not Hispanic or Latino,05000US55115,31665
"Shawano County, Wisconsin",American Indian or Alaska Native Alone,05000US55115,2055
"Shawano County, Wisconsin",Asian Alone,05000US55115,80
"Shawano County, Wisconsin",Black or African American Alone,05000US55115,100
"Shawano County, Wisconsin",Native Hawaiian or Other Pacific Islander Alone,05000US55115,10
"Shawano County, Wisconsin",White Alone,05000US55115,28955
"Shawano County, Wisconsin",American Indian or Alaska Native and White,05000US55115,385
"Shawano County, Wisconsin",Asian and White,05000US55115,65
"Shawano County, Wisconsin",Black or African American and White,05000US55115,10
"Shawano County, Wisconsin",American Indian or Alaska Native and Black or African American,05000US55115,4
"Shawano County, Wisconsin",Remainder of Two or More Race Responses,05000US55115,10
"Shawano County, Wisconsin",Hispanic or Latino,05000US55115,375
"Sheboygan County, Wisconsin",Total,05000US55117,86115
"Sheboygan County, Wisconsin",Not Hispanic or Latino,05000US55117,83460
"Sheboygan County, Wisconsin",American Indian or Alaska Native Alone,05000US55117,145
"Sheboygan County, Wisconsin",Asian Alone,05000US55117,2590
"Sheboygan County, Wisconsin",Black or African American Alone,05000US55117,1320
"Sheboygan County, Wisconsin",Native Hawaiian or Other Pacific Islander Alone,05000US55117,4
"Sheboygan County, Wisconsin",White Alone,05000US55117,78705
"Sheboygan County, Wisconsin",American Indian or Alaska Native and White,05000US55117,400
"Sheboygan County, Wisconsin",Asian and White,05000US55117,55
"Sheboygan County, Wisconsin",Black or African American and White,05000US55117,75
"Sheboygan County, Wisconsin",American Indian or Alaska Native and Black or African American,05000US55117,60
"Sheboygan County, Wisconsin",Remainder of Two or More Race Responses,05000US55117,110
"Sheboygan County, Wisconsin",Hispanic or Latino,05000US55117,2655
"Taylor County, Wisconsin",Total,05000US55119,15445
"Taylor County, Wisconsin",Not Hispanic or Latino,05000US55119,15360
"Taylor County, Wisconsin",American Indian or Alaska Native Alone,05000US55119,35
"Taylor County, Wisconsin",Asian Alone,05000US55119,4
"Taylor County, Wisconsin",Black or African American Alone,05000US55119,25
"Taylor County, Wisconsin",Native Hawaiian or Other Pacific Islander Alone,05000US55119,0
"Taylor County, Wisconsin",White Alone,05000US55119,15200
"Taylor County, Wisconsin",American Indian or Alaska Native and White,05000US55119,40
"Taylor County, Wisconsin",Asian and White,05000US55119,15
"Taylor County, Wisconsin",Black or African American and White,05000US55119,10
"Taylor County, Wisconsin",American Indian or Alaska Native and Black or African American,05000US55119,0
"Taylor County, Wisconsin",Remainder of Two or More Race Responses,05000US55119,35
"Taylor County, Wisconsin",Hispanic or Latino,05000US55119,80
"Trempealeau County, Wisconsin",Total,05000US55121,21595
"Trempealeau County, Wisconsin",Not Hispanic or Latino,05000US55121,21245
"Trempealeau County, Wisconsin",American Indian or Alaska Native Alone,05000US55121,50
"Trempealeau County, Wisconsin",Asian Alone,05000US55121,110
"Trempealeau County, Wisconsin",Black or African American Alone,05000US55121,70
"Trempealeau County, Wisconsin",Native Hawaiian or Other Pacific Islander Alone,05000US55121,0
"Trempealeau County, Wisconsin",White Alone,05000US55121,20945
"Trempealeau County, Wisconsin",American Indian or Alaska Native and White,05000US55121,45
"Trempealeau County, Wisconsin",Asian and White,05000US55121,15
"Trempealeau County, Wisconsin",Black or African American and White,05000US55121,10
"Trempealeau County, Wisconsin",American Indian or Alaska Native and Black or African American,05000US55121,0
"Trempealeau County, Wisconsin",Remainder of Two or More Race Responses,05000US55121,4
"Trempealeau County, Wisconsin",Hispanic or Latino,05000US55121,350
"Vernon County, Wisconsin",Total,05000US55123,22450
"Vernon County, Wisconsin",Not Hispanic or Latino,05000US55123,22245
"Vernon County, Wisconsin",American Indian or Alaska Native Alone,05000US55123,50
"Vernon County, Wisconsin",Asian Alone,05000US55123,95
"Vernon County, Wisconsin",Black or African American Alone,05000US55123,85
"Vernon County, Wisconsin",Native Hawaiian or Other Pacific Islander Alone,05000US55123,0
"Vernon County, Wisconsin",White Alone,05000US55123,21930
"Vernon County, Wisconsin",American Indian or Alaska Native and White,05000US55123,45
"Vernon County, Wisconsin",Asian and White,05000US55123,4
"Vernon County, Wisconsin",Black or African American and White,05000US55123,25
"Vernon County, Wisconsin",American Indian or Alaska Native and Black or African American,05000US55123,0
"Vernon County, Wisconsin",Remainder of Two or More Race Responses,05000US55123,10
"Vernon County, Wisconsin",Hispanic or Latino,05000US55123,205
"Vilas County, Wisconsin",Total,05000US55125,17630
"Vilas County, Wisconsin",Not Hispanic or Latino,05000US55125,17430
"Vilas County, Wisconsin",American Indian or Alaska Native Alone,05000US55125,1310
"Vilas County, Wisconsin",Asian Alone,05000US55125,65
"Vilas County, Wisconsin",Black or African American Alone,05000US55125,20
"Vilas County, Wisconsin",Native Hawaiian or Other Pacific Islander Alone,05000US55125,10
"Vilas County, Wisconsin",White Alone,05000US55125,15755
"Vilas County, Wisconsin",American Indian or Alaska Native and White,05000US55125,230
"Vilas County, Wisconsin",Asian and White,05000US55125,10
"Vilas County, Wisconsin",Black or African American and White,05000US55125,20
"Vilas County, Wisconsin",American Indian or Alaska Native and Black or African American,05000US55125,0
"Vilas County, Wisconsin",Remainder of Two or More Race Responses,05000US55125,10
"Vilas County, Wisconsin",Hispanic or Latino,05000US55125,200
"Walworth County, Wisconsin",Total,05000US55127,76630
"Walworth County, Wisconsin",Not Hispanic or Latino,05000US55127,72695
"Walworth County, Wisconsin",American Indian or Alaska Native Alone,05000US55127,125
"Walworth County, Wisconsin",Asian Alone,05000US55127,390
"Walworth County, Wisconsin",Black or African American Alone,05000US55127,685
"Walworth County, Wisconsin",Native Hawaiian or Other Pacific Islander Alone,05000US55127,55
"Walworth County, Wisconsin",White Alone,05000US55127,70825
"Walworth County, Wisconsin",American Indian or Alaska Native and White,05000US55127,255
"Walworth County, Wisconsin",Asian and White,05000US55127,105
"Walworth County, Wisconsin",Black or African American and White,05000US55127,120
"Walworth County, Wisconsin",American Indian or Alaska Native and Black or African American,05000US55127,4
"Walworth County, Wisconsin",Remainder of Two or More Race Responses,05000US55127,130
"Walworth County, Wisconsin",Hispanic or Latino,05000US55127,3935
"Washburn County, Wisconsin",Total,05000US55129,12625
"Washburn County, Wisconsin",Not Hispanic or Latino,05000US55129,12475
"Washburn County, Wisconsin",American Indian or Alaska Native Alone,05000US55129,205
"Washburn County, Wisconsin",Asian Alone,05000US55129,45
"Washburn County, Wisconsin",Black or African American Alone,05000US55129,50
"Washburn County, Wisconsin",Native Hawaiian or Other Pacific Islander Alone,05000US55129,4
"Washburn County, Wisconsin",White Alone,05000US55129,12045
"Washburn County, Wisconsin",American Indian or Alaska Native and White,05000US55129,110
"Washburn County, Wisconsin",Asian and White,05000US55129,10
"Washburn County, Wisconsin",Black or African American and White,05000US55129,4
"Washburn County, Wisconsin",American Indian or Alaska Native and Black or African American,05000US55129,0
"Washburn County, Wisconsin",Remainder of Two or More Race Responses,05000US55129,4
"Washburn County, Wisconsin",Hispanic or Latino,05000US55129,155
"Washington County, Wisconsin",Total,05000US55131,101285
"Washington County, Wisconsin",Not Hispanic or Latino,05000US55131,99685
"Washington County, Wisconsin",American Indian or Alaska Native Alone,05000US55131,160
"Washington County, Wisconsin",Asian Alone,05000US55131,705
"Washington County, Wisconsin",Black or African American Alone,05000US55131,760
"Washington County, Wisconsin",Native Hawaiian or Other Pacific Islander Alone,05000US55131,25
"Washington County, Wisconsin",White Alone,05000US55131,97330
"Washington County, Wisconsin",American Indian or Alaska Native and White,05000US55131,325
"Washington County, Wisconsin",Asian and White,05000US55131,140
"Washington County, Wisconsin",Black or African American and White,05000US55131,165
"Washington County, Wisconsin",American Indian or Alaska Native and Black or African American,05000US55131,0
"Washington County, Wisconsin",Remainder of Two or More Race Responses,05000US55131,80
"Washington County, Wisconsin",Hispanic or Latino,05000US55131,1600
"Waukesha County, Wisconsin",Total,05000US55133,298750
"Waukesha County, Wisconsin",Not Hispanic or Latino,05000US55133,290215
"Waukesha County, Wisconsin",American Indian or Alaska Native Alone,05000US55133,485
"Waukesha County, Wisconsin",Asian Alone,05000US55133,5235
"Waukesha County, Wisconsin",Black or African American Alone,05000US55133,3695
"Waukesha County, Wisconsin",Native Hawaiian or Other Pacific Islander Alone,05000US55133,120
"Waukesha County, Wisconsin",White Alone,05000US55133,278580
"Waukesha County, Wisconsin",American Indian or Alaska Native and White,05000US55133,765
"Waukesha County, Wisconsin",Asian and White,05000US55133,830
"Waukesha County, Wisconsin",Black or African American and White,05000US55133,325
"Waukesha County, Wisconsin",American Indian or Alaska Native and Black or African American,05000US55133,30
"Waukesha County, Wisconsin",Remainder of Two or More Race Responses,05000US55133,150
"Waukesha County, Wisconsin",Hispanic or Latino,05000US55133,8535
"Waupaca County, Wisconsin",Total,05000US55135,40340
"Waupaca County, Wisconsin",Not Hispanic or Latino,05000US55135,39905
"Waupaca County, Wisconsin",American Indian or Alaska Native Alone,05000US55135,190
"Waupaca County, Wisconsin",Asian Alone,05000US55135,100
"Waupaca County, Wisconsin",Black or African American Alone,05000US55135,135
"Waupaca County, Wisconsin",Native Hawaiian or Other Pacific Islander Alone,05000US55135,4
"Waupaca County, Wisconsin",White Alone,05000US55135,39270
"Waupaca County, Wisconsin",American Indian or Alaska Native and White,05000US55135,140
"Waupaca County, Wisconsin",Asian and White,05000US55135,55
"Waupaca County, Wisconsin",Black or African American and White,05000US55135,0
"Waupaca County, Wisconsin",American Indian or Alaska Native and Black or African American,05000US55135,0
"Waupaca County, Wisconsin",Remainder of Two or More Race Responses,05000US55135,10
"Waupaca County, Wisconsin",Hispanic or Latino,05000US55135,435
"Waushara County, Wisconsin",Total,05000US55137,19255
"Waushara County, Wisconsin",Not Hispanic or Latino,05000US55137,18700
"Waushara County, Wisconsin",American Indian or Alaska Native Alone,05000US55137,105
"Waushara County, Wisconsin",Asian Alone,05000US55137,55
"Waushara County, Wisconsin",Black or African American Alone,05000US55137,320
"Waushara County, Wisconsin",Native Hawaiian or Other Pacific Islander Alone,05000US55137,10
"Waushara County, Wisconsin",White Alone,05000US55137,17975
"Waushara County, Wisconsin",American Indian or Alaska Native and White,05000US55137,70
"Waushara County, Wisconsin",Asian and White,05000US55137,15
"Waushara County, Wisconsin",Black or African American and White,05000US55137,95
"Waushara County, Wisconsin",American Indian or Alaska Native and Black or African American,05000US55137,15
"Waushara County, Wisconsin",Remainder of Two or More Race Responses,05000US55137,45
"Waushara County, Wisconsin",Hispanic or Latino,05000US55137,550
"Winnebago County, Wisconsin",Total,05000US55139,131605
"Winnebago County, Wisconsin",Not Hispanic or Latino,05000US55139,128780
"Winnebago County, Wisconsin",American Indian or Alaska Native Alone,05000US55139,785
"Winnebago County, Wisconsin",Asian Alone,05000US55139,2415
"Winnebago County, Wisconsin",Black or African American Alone,05000US55139,2430
"Winnebago County, Wisconsin",Native Hawaiian or Other Pacific Islander Alone,05000US55139,20
"Winnebago County, Wisconsin",White Alone,05000US55139,122320
"Winnebago County, Wisconsin",American Indian or Alaska Native and White,05000US55139,365
"Winnebago County, Wisconsin",Asian and White,05000US55139,155
"Winnebago County, Wisconsin",Black or African American and White,05000US55139,210
"Winnebago County, Wisconsin",American Indian or Alaska Native and Black or African American,05000US55139,15
"Winnebago County, Wisconsin",Remainder of Two or More Race Responses,05000US55139,65
"Winnebago County, Wisconsin",Hispanic or Latino,05000US55139,2825
"Wood County, Wisconsin",Total,05000US55141,56800
"Wood County, Wisconsin",Not Hispanic or Latino,05000US55141,55930
"Wood County, Wisconsin",American Indian or Alaska Native Alone,05000US55141,345
"Wood County, Wisconsin",Asian Alone,05000US55141,610
"Wood County, Wisconsin",Black or African American Alone,05000US55141,255
"Wood County, Wisconsin",Native Hawaiian or Other Pacific Islander Alone,05000US55141,10
"Wood County, Wisconsin",White Alone,05000US55141,54395
"Wood County, Wisconsin",American Indian or Alaska Native and White,05000US55141,190
"Wood County, Wisconsin",Asian and White,05000US55141,20
"Wood County, Wisconsin",Black or African American and White,05000US55141,75
"Wood County, Wisconsin",American Indian or Alaska Native and Black or African American,05000US55141,0
"Wood County, Wisconsin",Remainder of Two or More Race Responses,05000US55141,30
"Wood County, Wisconsin",Hispanic or Latino,05000US55141,870
"Albany County, Wyoming",Total,05000US56001,30070
"Albany County, Wyoming",Not Hispanic or Latino,05000US56001,27800
"Albany County, Wyoming",American Indian or Alaska Native Alone,05000US56001,130
"Albany County, Wyoming",Asian Alone,05000US56001,355
"Albany County, Wyoming",Black or African American Alone,05000US56001,305
"Albany County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56001,4
"Albany County, Wyoming",White Alone,05000US56001,26370
"Albany County, Wyoming",American Indian or Alaska Native and White,05000US56001,190
"Albany County, Wyoming",Asian and White,05000US56001,230
"Albany County, Wyoming",Black or African American and White,05000US56001,155
"Albany County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56001,0
"Albany County, Wyoming",Remainder of Two or More Race Responses,05000US56001,60
"Albany County, Wyoming",Hispanic or Latino,05000US56001,2270
"Big Horn County, Wyoming",Total,05000US56003,8695
"Big Horn County, Wyoming",Not Hispanic or Latino,05000US56003,8195
"Big Horn County, Wyoming",American Indian or Alaska Native Alone,05000US56003,115
"Big Horn County, Wyoming",Asian Alone,05000US56003,55
"Big Horn County, Wyoming",Black or African American Alone,05000US56003,15
"Big Horn County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56003,4
"Big Horn County, Wyoming",White Alone,05000US56003,7905
"Big Horn County, Wyoming",American Indian or Alaska Native and White,05000US56003,85
"Big Horn County, Wyoming",Asian and White,05000US56003,4
"Big Horn County, Wyoming",Black or African American and White,05000US56003,4
"Big Horn County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56003,0
"Big Horn County, Wyoming",Remainder of Two or More Race Responses,05000US56003,4
"Big Horn County, Wyoming",Hispanic or Latino,05000US56003,505
"Campbell County, Wyoming",Total,05000US56005,33755
"Campbell County, Wyoming",Not Hispanic or Latino,05000US56005,31980
"Campbell County, Wyoming",American Indian or Alaska Native Alone,05000US56005,330
"Campbell County, Wyoming",Asian Alone,05000US56005,115
"Campbell County, Wyoming",Black or African American Alone,05000US56005,120
"Campbell County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56005,0
"Campbell County, Wyoming",White Alone,05000US56005,30980
"Campbell County, Wyoming",American Indian or Alaska Native and White,05000US56005,290
"Campbell County, Wyoming",Asian and White,05000US56005,75
"Campbell County, Wyoming",Black or African American and White,05000US56005,20
"Campbell County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56005,0
"Campbell County, Wyoming",Remainder of Two or More Race Responses,05000US56005,45
"Campbell County, Wyoming",Hispanic or Latino,05000US56005,1775
"Carbon County, Wyoming",Total,05000US56007,11335
"Carbon County, Wyoming",Not Hispanic or Latino,05000US56007,10015
"Carbon County, Wyoming",American Indian or Alaska Native Alone,05000US56007,80
"Carbon County, Wyoming",Asian Alone,05000US56007,35
"Carbon County, Wyoming",Black or African American Alone,05000US56007,180
"Carbon County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56007,15
"Carbon County, Wyoming",White Alone,05000US56007,9555
"Carbon County, Wyoming",American Indian or Alaska Native and White,05000US56007,130
"Carbon County, Wyoming",Asian and White,05000US56007,0
"Carbon County, Wyoming",Black or African American and White,05000US56007,20
"Carbon County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56007,0
"Carbon County, Wyoming",Remainder of Two or More Race Responses,05000US56007,0
"Carbon County, Wyoming",Hispanic or Latino,05000US56007,1320
"Converse County, Wyoming",Total,05000US56009,10550
"Converse County, Wyoming",Not Hispanic or Latino,05000US56009,9920
"Converse County, Wyoming",American Indian or Alaska Native Alone,05000US56009,50
"Converse County, Wyoming",Asian Alone,05000US56009,125
"Converse County, Wyoming",Black or African American Alone,05000US56009,4
"Converse County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56009,4
"Converse County, Wyoming",White Alone,05000US56009,9575
"Converse County, Wyoming",American Indian or Alaska Native and White,05000US56009,150
"Converse County, Wyoming",Asian and White,05000US56009,20
"Converse County, Wyoming",Black or African American and White,05000US56009,0
"Converse County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56009,0
"Converse County, Wyoming",Remainder of Two or More Race Responses,05000US56009,0
"Converse County, Wyoming",Hispanic or Latino,05000US56009,635
"Crook County, Wyoming",Total,05000US56011,5525
"Crook County, Wyoming",Not Hispanic or Latino,05000US56011,5365
"Crook County, Wyoming",American Indian or Alaska Native Alone,05000US56011,4
"Crook County, Wyoming",Asian Alone,05000US56011,0
"Crook County, Wyoming",Black or African American Alone,05000US56011,4
"Crook County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56011,0
"Crook County, Wyoming",White Alone,05000US56011,5340
"Crook County, Wyoming",American Indian or Alaska Native and White,05000US56011,10
"Crook County, Wyoming",Asian and White,05000US56011,4
"Crook County, Wyoming",Black or African American and White,05000US56011,0
"Crook County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56011,0
"Crook County, Wyoming",Remainder of Two or More Race Responses,05000US56011,0
"Crook County, Wyoming",Hispanic or Latino,05000US56011,160
"Fremont County, Wyoming",Total,05000US56013,30170
"Fremont County, Wyoming",Not Hispanic or Latino,05000US56013,28670
"Fremont County, Wyoming",American Indian or Alaska Native Alone,05000US56013,4835
"Fremont County, Wyoming",Asian Alone,05000US56013,100
"Fremont County, Wyoming",Black or African American Alone,05000US56013,180
"Fremont County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56013,25
"Fremont County, Wyoming",White Alone,05000US56013,22825
"Fremont County, Wyoming",American Indian or Alaska Native and White,05000US56013,470
"Fremont County, Wyoming",Asian and White,05000US56013,0
"Fremont County, Wyoming",Black or African American and White,05000US56013,85
"Fremont County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56013,10
"Fremont County, Wyoming",Remainder of Two or More Race Responses,05000US56013,145
"Fremont County, Wyoming",Hispanic or Latino,05000US56013,1500
"Goshen County, Wyoming",Total,05000US56015,10600
"Goshen County, Wyoming",Not Hispanic or Latino,05000US56015,9755
"Goshen County, Wyoming",American Indian or Alaska Native Alone,05000US56015,60
"Goshen County, Wyoming",Asian Alone,05000US56015,10
"Goshen County, Wyoming",Black or African American Alone,05000US56015,20
"Goshen County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56015,0
"Goshen County, Wyoming",White Alone,05000US56015,9490
"Goshen County, Wyoming",American Indian or Alaska Native and White,05000US56015,50
"Goshen County, Wyoming",Asian and White,05000US56015,4
"Goshen County, Wyoming",Black or African American and White,05000US56015,85
"Goshen County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56015,4
"Goshen County, Wyoming",Remainder of Two or More Race Responses,05000US56015,30
"Goshen County, Wyoming",Hispanic or Latino,05000US56015,845
"Hot Springs County, Wyoming",Total,05000US56017,3800
"Hot Springs County, Wyoming",Not Hispanic or Latino,05000US56017,3730
"Hot Springs County, Wyoming",American Indian or Alaska Native Alone,05000US56017,55
"Hot Springs County, Wyoming",Asian Alone,05000US56017,0
"Hot Springs County, Wyoming",Black or African American Alone,05000US56017,4
"Hot Springs County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56017,0
"Hot Springs County, Wyoming",White Alone,05000US56017,3640
"Hot Springs County, Wyoming",American Indian or Alaska Native and White,05000US56017,20
"Hot Springs County, Wyoming",Asian and White,05000US56017,0
"Hot Springs County, Wyoming",Black or African American and White,05000US56017,10
"Hot Springs County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56017,0
"Hot Springs County, Wyoming",Remainder of Two or More Race Responses,05000US56017,0
"Hot Springs County, Wyoming",Hispanic or Latino,05000US56017,75
"Johnson County, Wyoming",Total,05000US56019,6590
"Johnson County, Wyoming",Not Hispanic or Latino,05000US56019,6445
"Johnson County, Wyoming",American Indian or Alaska Native Alone,05000US56019,150
"Johnson County, Wyoming",Asian Alone,05000US56019,0
"Johnson County, Wyoming",Black or African American Alone,05000US56019,4
"Johnson County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56019,0
"Johnson County, Wyoming",White Alone,05000US56019,6210
"Johnson County, Wyoming",American Indian or Alaska Native and White,05000US56019,20
"Johnson County, Wyoming",Asian and White,05000US56019,0
"Johnson County, Wyoming",Black or African American and White,05000US56019,0
"Johnson County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56019,0
"Johnson County, Wyoming",Remainder of Two or More Race Responses,05000US56019,60
"Johnson County, Wyoming",Hispanic or Latino,05000US56019,145
"Laramie County, Wyoming",Total,05000US56021,72410
"Laramie County, Wyoming",Not Hispanic or Latino,05000US56021,64015
"Laramie County, Wyoming",American Indian or Alaska Native Alone,05000US56021,590
"Laramie County, Wyoming",Asian Alone,05000US56021,570
"Laramie County, Wyoming",Black or African American Alone,05000US56021,1935
"Laramie County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56021,80
"Laramie County, Wyoming",White Alone,05000US56021,59730
"Laramie County, Wyoming",American Indian or Alaska Native and White,05000US56021,365
"Laramie County, Wyoming",Asian and White,05000US56021,290
"Laramie County, Wyoming",Black or African American and White,05000US56021,300
"Laramie County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56021,35
"Laramie County, Wyoming",Remainder of Two or More Race Responses,05000US56021,115
"Laramie County, Wyoming",Hispanic or Latino,05000US56021,8395
"Lincoln County, Wyoming",Total,05000US56023,13220
"Lincoln County, Wyoming",Not Hispanic or Latino,05000US56023,12870
"Lincoln County, Wyoming",American Indian or Alaska Native Alone,05000US56023,25
"Lincoln County, Wyoming",Asian Alone,05000US56023,25
"Lincoln County, Wyoming",Black or African American Alone,05000US56023,25
"Lincoln County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56023,15
"Lincoln County, Wyoming",White Alone,05000US56023,12580
"Lincoln County, Wyoming",American Indian or Alaska Native and White,05000US56023,100
"Lincoln County, Wyoming",Asian and White,05000US56023,10
"Lincoln County, Wyoming",Black or African American and White,05000US56023,55
"Lincoln County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56023,0
"Lincoln County, Wyoming",Remainder of Two or More Race Responses,05000US56023,30
"Lincoln County, Wyoming",Hispanic or Latino,05000US56023,355
"Natrona County, Wyoming",Total,05000US56025,60415
"Natrona County, Wyoming",Not Hispanic or Latino,05000US56025,56710
"Natrona County, Wyoming",American Indian or Alaska Native Alone,05000US56025,385
"Natrona County, Wyoming",Asian Alone,05000US56025,320
"Natrona County, Wyoming",Black or African American Alone,05000US56025,745
"Natrona County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56025,4
"Natrona County, Wyoming",White Alone,05000US56025,54405
"Natrona County, Wyoming",American Indian or Alaska Native and White,05000US56025,515
"Natrona County, Wyoming",Asian and White,05000US56025,30
"Natrona County, Wyoming",Black or African American and White,05000US56025,160
"Natrona County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56025,0
"Natrona County, Wyoming",Remainder of Two or More Race Responses,05000US56025,145
"Natrona County, Wyoming",Hispanic or Latino,05000US56025,3705
"Niobrara County, Wyoming",Total,05000US56027,1995
"Niobrara County, Wyoming",Not Hispanic or Latino,05000US56027,1915
"Niobrara County, Wyoming",American Indian or Alaska Native Alone,05000US56027,60
"Niobrara County, Wyoming",Asian Alone,05000US56027,15
"Niobrara County, Wyoming",Black or African American Alone,05000US56027,4
"Niobrara County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56027,0
"Niobrara County, Wyoming",White Alone,05000US56027,1795
"Niobrara County, Wyoming",American Indian or Alaska Native and White,05000US56027,35
"Niobrara County, Wyoming",Asian and White,05000US56027,0
"Niobrara County, Wyoming",Black or African American and White,05000US56027,4
"Niobrara County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56027,4
